Gene ,Gene Name,miRNA ,Target Score,Human
Ubiad1,UbiA prenyltransferase domain containing 1,miR-136-5p,71,✓
Arnt2,aryl hydrocarbon receptor nuclear translocator 2,miR-136-5p,71,✓
Ptges3,prostaglandin E synthase 3,miR-136-5p,71,✓
Exoc3,exocyst complex component 3,miR-136-5p,71,✓
Tdrd1,tudor domain containing 1,miR-136-5p,71,✓
Dld,dihydrolipoamide dehydrogenase,miR-136-5p,71,✓
Alad,"aminolevulinate, delta-, dehydratase",miR-136-5p,71,✓
Ugt2b35,"UDP glucuronosyltransferase 2 family, polypeptide B35",miR-136-5p,71,
Pik3ca,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",miR-136-5p,71,✓
Zfp397,zinc finger protein 397,miR-136-5p,71,
Tm9sf3,transmembrane 9 superfamily member 3,miR-136-5p,71,✓
Lrrc30,leucine rich repeat containing 30,miR-133b-3p,70,✓
Fam206a,"family with sequence similarity 206, member A",miR-133b-3p,70,✓
Arhgap24,Rho GTPase activating protein 24,miR-133b-3p,70,✓
Kdm7a,lysine (K)-specific demethylase 7A,miR-133b-3p,70,✓
Agmat,agmatine ureohydrolase (agmatinase),miR-133b-3p,70,✓
Slc17a8,"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 8",miR-133b-3p,70,✓
Rwdd2a,RWD domain containing 2A,miR-133b-3p,70,✓
Gm11992,predicted gene 11992,miR-133b-3p,70,
Vcpip1,valosin containing protein (p97)/p47 complex interacting protein 1,miR-19b-3p,70,✓
Pten,phosphatase and tensin homolog,miR-19b-3p,70,✓
Nbea,neurobeachin,miR-19b-3p,70,✓
Ahi1,Abelson helper integration site 1,miR-19b-3p,70,✓
Ankfy1,ankyrin repeat and FYVE domain containing 1,miR-19b-3p,70,✓
Plcl1,phospholipase C-like 1,miR-19b-3p,70,✓
Slc8a1,"solute carrier family 8 (sodium/calcium exchanger), member 1",miR-19b-3p,70,✓
Lonrf3,LON peptidase N-terminal domain and ring finger 3,miR-19b-3p,70,✓
Kcnk2,"potassium channel, subfamily K, member 2",miR-19b-3p,70,✓
Timp2,tissue inhibitor of metalloproteinase 2,miR-19b-3p,70,✓
Cep164,centrosomal protein 164,miR-19b-3p,70,✓
Zfp62,zinc finger protein 62,miR-19b-3p,70,✓
Slc12a7,"solute carrier family 12, member 7",miR-19b-3p,70,✓
Lrtm1,leucine-rich repeats and transmembrane domains 1,miR-19b-3p,70,✓
4930579G24Rik,RIKEN cDNA 4930579G24 gene,miR-19b-3p,70,
Ppfia2,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2",miR-19b-3p,70,✓
Pcdh7,protocadherin 7,miR-19b-3p,70,✓
Abhd10,abhydrolase domain containing 10,miR-19b-3p,70,✓
Atl3,atlastin GTPase 3,miR-19b-3p,70,✓
Vcpip1,valosin containing protein (p97)/p47 complex interacting protein 1,miR-19a-3p,70,✓
Pten,phosphatase and tensin homolog,miR-19a-3p,70,✓
Nbea,neurobeachin,miR-19a-3p,70,✓
Ahi1,Abelson helper integration site 1,miR-19a-3p,70,✓
Ankfy1,ankyrin repeat and FYVE domain containing 1,miR-19a-3p,70,✓
Plcl1,phospholipase C-like 1,miR-19a-3p,70,✓
Slc8a1,"solute carrier family 8 (sodium/calcium exchanger), member 1",miR-19a-3p,70,✓
Lonrf3,LON peptidase N-terminal domain and ring finger 3,miR-19a-3p,70,✓
Kcnk2,"potassium channel, subfamily K, member 2",miR-19a-3p,70,✓
Timp2,tissue inhibitor of metalloproteinase 2,miR-19a-3p,70,✓
Cep164,centrosomal protein 164,miR-19a-3p,70,✓
Zfp62,zinc finger protein 62,miR-19a-3p,70,✓
Lrtm1,leucine-rich repeats and transmembrane domains 1,miR-19a-3p,70,✓
4930579G24Rik,RIKEN cDNA 4930579G24 gene,miR-19a-3p,70,
Ppfia2,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2",miR-19a-3p,70,✓
Pcdh7,protocadherin 7,miR-19a-3p,70,✓
Abhd10,abhydrolase domain containing 10,miR-19a-3p,70,✓
Atl3,atlastin GTPase 3,miR-19a-3p,70,✓
Ube2a,ubiquitin-conjugating enzyme E2A,miR-101b-3p,70,✓
Mfsd4b5,major facilitator superfamily domain containing 4B5,miR-101b-3p,70,
Miga1,mitoguardin 1,miR-101b-3p,70,✓
Dennd1b,DENN/MADD domain containing 1B,miR-101b-3p,70,✓
Rmnd5b,required for meiotic nuclear division 5 homolog B,miR-101b-3p,70,✓
Kras,Kirsten rat sarcoma viral oncogene homolog,miR-101b-3p,70,✓
Cmc1,COX assembly mitochondrial protein 1,miR-101b-3p,70,✓
Tnik,TRAF2 and NCK interacting kinase,miR-101b-3p,70,✓
Phtf1,putative homeodomain transcription factor 1,miR-101b-3p,70,✓
Klf6,Kruppel-like factor 6,miR-101b-3p,70,✓
Nptx1,neuronal pentraxin 1,miR-101b-3p,70,✓
Zfp773,zinc finger protein 773,miR-101b-3p,70,
Tm9sf3,transmembrane 9 superfamily member 3,miR-101b-3p,70,✓
Tmem184c,transmembrane protein 184C,miR-101b-3p,70,✓
Ndst3,N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 3,miR-101b-3p,70,✓
Fezf1,Fez family zinc finger 1,miR-143-3p,70,✓
Zc3h12c,zinc finger CCCH type containing 12C,miR-143-3p,70,✓
Sidt1,"SID1 transmembrane family, member 1",miR-143-3p,70,✓
Papss2,3'-phosphoadenosine 5'-phosphosulfate synthase 2,miR-143-3p,70,✓
Kcna2,"potassium voltage-gated channel, shaker-related subfamily, member 2",miR-143-3p,70,✓
1110051M20Rik,RIKEN cDNA 1110051M20 gene,miR-143-3p,70,
4931406C07Rik,RIKEN cDNA 4931406C07 gene,miR-143-3p,70,
Olfm3,olfactomedin 3,miR-143-3p,70,✓
Myo5a,myosin VA,miR-143-3p,70,✓
Smarcd2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2",miR-143-3p,70,✓
Usp37,ubiquitin specific peptidase 37,miR-136-5p,70,✓
Ttll7,"tubulin tyrosine ligase-like family, member 7",miR-136-5p,70,✓
Gdpgp1,GDP-D-glucose phosphorylase 1,miR-136-5p,70,✓
Sec14l4,SEC14-like lipid binding 4,miR-136-5p,70,✓
Rab27b,"RAB27B, member RAS oncogene family",miR-136-5p,70,✓
Fam120a,"family with sequence similarity 120, member A",miR-136-5p,70,✓
Col25a1,"collagen, type XXV, alpha 1",miR-136-5p,70,✓
Icos,inducible T cell co-stimulator,miR-136-5p,70,✓
Rbm33,RNA binding motif protein 33,miR-136-5p,70,✓
Gbp2b,guanylate binding protein 2b,miR-136-5p,70,
Ccdc148,coiled-coil domain containing 148,miR-136-5p,70,✓
Zfp94,zinc finger protein 94,miR-133b-3p,69,
Unc80,"unc-80, NALCN activator",miR-133b-3p,69,✓
Twist2,twist basic helix-loop-helix transcription factor 2,miR-133b-3p,69,✓
Nelfa,"negative elongation factor complex member A, Whsc2",miR-133b-3p,69,✓
Slain1,"SLAIN motif family, member 1",miR-133b-3p,69,✓
Commd7,COMM domain containing 7,miR-133b-3p,69,✓
Cers2,ceramide synthase 2,miR-133b-3p,69,✓
Ppfia2,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2",miR-133b-3p,69,✓
Tyw3,tRNA-yW synthesizing protein 3 homolog (S. cerevisiae),miR-19b-3p,69,✓
Gskip,GSK3B interacting protein,miR-19b-3p,69,✓
Kif1b,kinesin family member 1B,miR-19b-3p,69,✓
Bbx,bobby sox HMG box containing,miR-19b-3p,69,✓
Dag1,dystroglycan 1,miR-19b-3p,69,✓
Mrtfb,myocardin related transcription factor B,miR-19b-3p,69,✓
Dock5,dedicator of cytokinesis 5,miR-19b-3p,69,✓
Snx33,sorting nexin 33,miR-19b-3p,69,✓
Slitrk6,"SLIT and NTRK-like family, member 6",miR-19b-3p,69,✓
Nup153,nucleoporin 153,miR-19b-3p,69,✓
Ppp6r1,"protein phosphatase 6, regulatory subunit 1",miR-19b-3p,69,✓
Gna11,"guanine nucleotide binding protein, alpha 11",miR-19b-3p,69,✓
Tfam,"transcription factor A, mitochondrial",miR-19b-3p,69,✓
Ncald,neurocalcin delta,miR-19b-3p,69,✓
Esyt2,extended synaptotagmin-like protein 2,miR-19b-3p,69,✓
Sphk2,sphingosine kinase 2,miR-19b-3p,69,✓
Rnf38,ring finger protein 38,miR-19b-3p,69,✓
Map3k1,mitogen-activated protein kinase kinase kinase 1,miR-19b-3p,69,✓
Slc5a3,"solute carrier family 5 (inositol transporters), member 3",miR-19b-3p,69,✓
Nfatc2,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2",miR-19b-3p,69,✓
Kazn,"kazrin, periplakin interacting protein",miR-19b-3p,69,✓
Jarid2,"jumonji, AT rich interactive domain 2",miR-19b-3p,69,✓
Gskip,GSK3B interacting protein,miR-19a-3p,69,✓
Kif1b,kinesin family member 1B,miR-19a-3p,69,✓
Bbx,bobby sox HMG box containing,miR-19a-3p,69,✓
Dag1,dystroglycan 1,miR-19a-3p,69,✓
Mrtfb,myocardin related transcription factor B,miR-19a-3p,69,✓
Dock5,dedicator of cytokinesis 5,miR-19a-3p,69,✓
Snx33,sorting nexin 33,miR-19a-3p,69,✓
Slitrk6,"SLIT and NTRK-like family, member 6",miR-19a-3p,69,✓
Nup153,nucleoporin 153,miR-19a-3p,69,✓
Ppp6r1,"protein phosphatase 6, regulatory subunit 1",miR-19a-3p,69,✓
Gna11,"guanine nucleotide binding protein, alpha 11",miR-19a-3p,69,✓
Tfam,"transcription factor A, mitochondrial",miR-19a-3p,69,✓
Six4,sine oculis-related homeobox 4,miR-19a-3p,69,✓
Esyt2,extended synaptotagmin-like protein 2,miR-19a-3p,69,✓
Sphk2,sphingosine kinase 2,miR-19a-3p,69,✓
Rnf38,ring finger protein 38,miR-19a-3p,69,✓
Map3k1,mitogen-activated protein kinase kinase kinase 1,miR-19a-3p,69,✓
Slc5a3,"solute carrier family 5 (inositol transporters), member 3",miR-19a-3p,69,✓
Nfatc2,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2",miR-19a-3p,69,✓
Kazn,"kazrin, periplakin interacting protein",miR-19a-3p,69,✓
Jarid2,"jumonji, AT rich interactive domain 2",miR-19a-3p,69,✓
Tmem236,transmembrane protein 236,miR-101b-3p,69,✓
Nova1,neuro-oncological ventral antigen 1,miR-101b-3p,69,✓
Rtf1,"RTF1, Paf1/RNA polymerase II complex component",miR-101b-3p,69,✓
Ero1l,ERO1-like (S. cerevisiae),miR-101b-3p,69,✓
Rbm47,RNA binding motif protein 47,miR-101b-3p,69,✓
Ap3s1,"adaptor-related protein complex 3, sigma 1 subunit",miR-101b-3p,69,✓
Kctd4,potassium channel tetramerisation domain containing 4,miR-101b-3p,69,✓
Znhit3,"zinc finger, HIT type 3",miR-101b-3p,69,✓
Slc2a13,"solute carrier family 2 (facilitated glucose transporter), member 13",miR-101b-3p,69,✓
Wnk1,WNK lysine deficient protein kinase 1,miR-101b-3p,69,✓
Dido1,death inducer-obliterator 1,miR-101b-3p,69,✓
Gm15023,predicted gene 15023,miR-143-3p,69,
Nes,nestin,miR-143-3p,69,✓
Pde4b,"phosphodiesterase 4B, cAMP specific",miR-143-3p,69,✓
Ino80d,INO80 complex subunit D,miR-143-3p,69,✓
Inava,innate immunity activator,miR-143-3p,69,✓
Trappc8,trafficking protein particle complex 8,miR-143-3p,69,✓
Rmnd5a,required for meiotic nuclear division 5 homolog A,miR-143-3p,69,✓
Pdzk1ip1,PDZK1 interacting protein 1,miR-143-3p,69,✓
Dennd4c,DENN/MADD domain containing 4C,miR-143-3p,69,✓
Lrp12,low density lipoprotein-related protein 12,miR-143-3p,69,✓
Reg3d,regenerating islet-derived 3 delta,miR-143-3p,69,
Ppp2r3a,"protein phosphatase 2, regulatory subunit B'', alpha",miR-143-3p,69,✓
Trpm3,"transient receptor potential cation channel, subfamily M, member 3",miR-143-3p,69,✓
Cd151,CD151 antigen,miR-143-3p,69,✓
Cnep1r1,CTD nuclear envelope phosphatase 1 regulatory subunit 1,miR-143-3p,69,✓
Hectd2,HECT domain E3 ubiquitin protein ligase 2,miR-143-3p,69,✓
Cxcl5,chemokine (C-X-C motif) ligand 5,miR-143-3p,69,✓
Golm1,golgi membrane protein 1,miR-143-3p,69,✓
Mboat4,membrane bound O-acyltransferase domain containing 4,miR-143-3p,69,✓
Nudt10,nudix (nucleoside diphosphate linked moiety X)-type motif 10,miR-143-3p,69,✓
Sema5a,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A",miR-143-3p,69,✓
Xiap,X-linked inhibitor of apoptosis,miR-136-5p,69,✓
Poc1b,POC1 centriolar protein B,miR-136-5p,69,✓
Slc12a1,"solute carrier family 12, member 1",miR-136-5p,69,✓
Tmem127,transmembrane protein 127,miR-136-5p,69,✓
Rnf139,ring finger protein 139,miR-136-5p,69,✓
Sugt1,"SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae)",miR-136-5p,69,✓
Trdmt1,tRNA aspartic acid methyltransferase 1,miR-136-5p,69,✓
Hpf1,histone PARylation factor 1,miR-136-5p,69,✓
Dvl2,dishevelled segment polarity protein 2,miR-136-5p,69,✓
Itgb5,integrin beta 5,miR-136-5p,69,✓
Pmp22,peripheral myelin protein 22,miR-136-5p,69,✓
Cnnm2,cyclin M2,miR-133b-3p,68,✓
2610301B20Rik,RIKEN cDNA 2610301B20 gene,miR-133b-3p,68,
Tmem128,transmembrane protein 128,miR-133b-3p,68,✓
Arl3,ADP-ribosylation factor-like 3,miR-133b-3p,68,✓
Tnrc6b,trinucleotide repeat containing 6b,miR-133b-3p,68,✓
Svs4,seminal vesicle secretory protein 4,miR-133b-3p,68,
Hlf,hepatic leukemia factor,miR-133b-3p,68,✓
Qk,quaking,miR-133b-3p,68,
Ksr2,kinase suppressor of ras 2,miR-133b-3p,68,✓
Hivep2,human immunodeficiency virus type I enhancer binding protein 2,miR-133b-3p,68,✓
Obp2a,odorant binding protein 2A,miR-133b-3p,68,✓
Cspg4,chondroitin sulfate proteoglycan 4,miR-133b-3p,68,✓
Mid2,midline 2,miR-19b-3p,68,✓
Zfp345,zinc finger protein 345,miR-19b-3p,68,
Plekhg5,"pleckstrin homology domain containing, family G (with RhoGef domain) member 5",miR-19b-3p,68,✓
Tbx22,T-box 22,miR-19b-3p,68,✓
Zdhhc24,"zinc finger, DHHC domain containing 24",miR-19b-3p,68,✓
Slc11a2,"solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2",miR-19b-3p,68,✓
Zc3h8,zinc finger CCCH type containing 8,miR-19b-3p,68,✓
Ccdc47,coiled-coil domain containing 47,miR-19b-3p,68,✓
Uso1,USO1 vesicle docking factor,miR-19b-3p,68,✓
Gm14124,predicted gene 14124,miR-19b-3p,68,
Mybpc1,"myosin binding protein C, slow-type",miR-19b-3p,68,✓
Nipa1,non imprinted in Prader-Willi/Angelman syndrome 1 homolog (human),miR-19b-3p,68,✓
Rab27b,"RAB27B, member RAS oncogene family",miR-19b-3p,68,✓
Rab3d,"RAB3D, member RAS oncogene family",miR-19b-3p,68,✓
Fgf10,fibroblast growth factor 10,miR-19b-3p,68,✓
Auh,AU RNA binding protein/enoyl-coenzyme A hydratase,miR-19b-3p,68,✓
Fam234a,"family with sequence similarity 234, member A",miR-19b-3p,68,✓
Nek9,NIMA (never in mitosis gene a)-related expressed kinase 9,miR-19b-3p,68,✓
Bcat1,"branched chain aminotransferase 1, cytosolic",miR-19b-3p,68,✓
Fbxl5,F-box and leucine-rich repeat protein 5,miR-19b-3p,68,✓
Arhgap1,Rho GTPase activating protein 1,miR-19b-3p,68,✓
Mid2,midline 2,miR-19a-3p,68,✓
Zfp345,zinc finger protein 345,miR-19a-3p,68,
Tbx22,T-box 22,miR-19a-3p,68,✓
Zdhhc24,"zinc finger, DHHC domain containing 24",miR-19a-3p,68,✓
Arhgef12,Rho guanine nucleotide exchange factor (GEF) 12,miR-19a-3p,68,✓
Slc11a2,"solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2",miR-19a-3p,68,✓
Zc3h8,zinc finger CCCH type containing 8,miR-19a-3p,68,✓
Ccdc47,coiled-coil domain containing 47,miR-19a-3p,68,✓
Uso1,USO1 vesicle docking factor,miR-19a-3p,68,✓
Gm14124,predicted gene 14124,miR-19a-3p,68,
Mybpc1,"myosin binding protein C, slow-type",miR-19a-3p,68,✓
Nipa1,non imprinted in Prader-Willi/Angelman syndrome 1 homolog (human),miR-19a-3p,68,✓
Rab27b,"RAB27B, member RAS oncogene family",miR-19a-3p,68,✓
Rab3d,"RAB3D, member RAS oncogene family",miR-19a-3p,68,✓
Fgf10,fibroblast growth factor 10,miR-19a-3p,68,✓
Auh,AU RNA binding protein/enoyl-coenzyme A hydratase,miR-19a-3p,68,✓
Fam234a,"family with sequence similarity 234, member A",miR-19a-3p,68,✓
Nek9,NIMA (never in mitosis gene a)-related expressed kinase 9,miR-19a-3p,68,✓
Bcat1,"branched chain aminotransferase 1, cytosolic",miR-19a-3p,68,✓
Fbxl5,F-box and leucine-rich repeat protein 5,miR-19a-3p,68,✓
Arhgap1,Rho GTPase activating protein 1,miR-19a-3p,68,✓
Plekhm3,"pleckstrin homology domain containing, family M, member 3",miR-101b-3p,68,✓
Cd160,CD160 antigen,miR-101b-3p,68,✓
Cwc25,CWC25 spliceosome-associated protein,miR-101b-3p,68,✓
Steap2,six transmembrane epithelial antigen of prostate 2,miR-101b-3p,68,✓
4930402H24Rik,RIKEN cDNA 4930402H24 gene,miR-101b-3p,68,
Sel1l,sel-1 suppressor of lin-12-like (C. elegans),miR-101b-3p,68,✓
Mef2d,myocyte enhancer factor 2D,miR-101b-3p,68,✓
Atf2,activating transcription factor 2,miR-101b-3p,68,✓
Htr1f,5-hydroxytryptamine (serotonin) receptor 1F,miR-101b-3p,68,✓
Clrn3,clarin 3,miR-143-3p,68,✓
Rnf122,ring finger protein 122,miR-143-3p,68,✓
Aldoc,"aldolase C, fructose-bisphosphate",miR-143-3p,68,✓
Rgs8,regulator of G-protein signaling 8,miR-143-3p,68,✓
Ccr3,chemokine (C-C motif) receptor 3,miR-143-3p,68,✓
Fancm,"Fanconi anemia, complementation group M",miR-143-3p,68,✓
Tpm3,"tropomyosin 3, gamma",miR-143-3p,68,✓
Ogfrl1,opioid growth factor receptor-like 1,miR-143-3p,68,✓
Ms4a1,"membrane-spanning 4-domains, subfamily A, member 1",miR-143-3p,68,✓
Usp24,ubiquitin specific peptidase 24,miR-143-3p,68,✓
Fut9,fucosyltransferase 9,miR-143-3p,68,✓
Wfdc5,WAP four-disulfide core domain 5,miR-136-5p,68,✓
Tmem169,transmembrane protein 169,miR-136-5p,68,✓
Acin1,apoptotic chromatin condensation inducer 1,miR-136-5p,68,✓
Chst11,carbohydrate sulfotransferase 11,miR-136-5p,68,✓
Adamts15,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 15",miR-136-5p,68,✓
Ocstamp,osteoclast stimulatory transmembrane protein,miR-136-5p,68,✓
Got2,"glutamatic-oxaloacetic transaminase 2, mitochondrial",miR-136-5p,68,✓
Zfp148,zinc finger protein 148,miR-136-5p,68,
Lipt2,lipoyl(octanoyl) transferase 2 (putative),miR-136-5p,68,✓
Plekha8,"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8",miR-136-5p,68,✓
Kcnc1,"potassium voltage gated channel, Shaw-related subfamily, member 1",miR-136-5p,68,✓
Antxr2,anthrax toxin receptor 2,miR-136-5p,68,✓
Patz1,POZ (BTB) and AT hook containing zinc finger 1,miR-136-5p,68,✓
Trim59,tripartite motif-containing 59,miR-136-5p,68,✓
Stac2,SH3 and cysteine rich domain 2,miR-133b-3p,67,✓
Zfp46,zinc finger protein 46,miR-133b-3p,67,
Ldb2,LIM domain binding 2,miR-133b-3p,67,✓
Vamp3,vesicle-associated membrane protein 3,miR-133b-3p,67,✓
Unc13a,unc-13 homolog A,miR-133b-3p,67,✓
Faf2,Fas associated factor family member 2,miR-133b-3p,67,✓
Vapb,"vesicle-associated membrane protein, associated protein B and C",miR-133b-3p,67,✓
Itpripl2,"inositol 1,4,5-triphosphate receptor interacting protein-like 2",miR-133b-3p,67,✓
Mei4,meiotic double-stranded break formation protein 4,miR-19b-3p,67,✓
Comtd1,catechol-O-methyltransferase domain containing 1,miR-19b-3p,67,✓
Rab34,"RAB34, member RAS oncogene family",miR-19b-3p,67,✓
Rnf152,ring finger protein 152,miR-19b-3p,67,✓
Astn1,astrotactin 1,miR-19b-3p,67,✓
Prpf18,pre-mRNA processing factor 18,miR-19b-3p,67,✓
Csf2rb2,"colony stimulating factor 2 receptor, beta 2, low-affinity (granulocyte-macrophage)",miR-19b-3p,67,
Yipf6,"Yip1 domain family, member 6",miR-19b-3p,67,✓
Mei4,meiotic double-stranded break formation protein 4,miR-19a-3p,67,✓
Comtd1,catechol-O-methyltransferase domain containing 1,miR-19a-3p,67,✓
Rab34,"RAB34, member RAS oncogene family",miR-19a-3p,67,✓
Rnf152,ring finger protein 152,miR-19a-3p,67,✓
Astn1,astrotactin 1,miR-19a-3p,67,✓
Prpf18,pre-mRNA processing factor 18,miR-19a-3p,67,✓
Yipf6,"Yip1 domain family, member 6",miR-19a-3p,67,✓
Asap1,"ArfGAP with SH3 domain, ankyrin repeat and PH domain1",miR-101b-3p,67,✓
4930539E08Rik,RIKEN cDNA 4930539E08 gene,miR-101b-3p,67,
Lmbrd2,LMBR1 domain containing 2,miR-101b-3p,67,✓
Neto2,neuropilin (NRP) and tolloid (TLL)-like 2,miR-101b-3p,67,✓
Golgb1,"golgi autoantigen, golgin subfamily b, macrogolgin 1",miR-101b-3p,67,✓
Pde7a,phosphodiesterase 7A,miR-101b-3p,67,✓
Rab1a,"RAB1A, member RAS oncogene family",miR-101b-3p,67,✓
Smarca4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",miR-101b-3p,67,✓
Nrxn3,neurexin III,miR-101b-3p,67,✓
Itga8,integrin alpha 8,miR-101b-3p,67,✓
Gria4,"glutamate receptor, ionotropic, AMPA4 (alpha 4)",miR-101b-3p,67,✓
Slc5a7,"solute carrier family 5 (choline transporter), member 7",miR-101b-3p,67,✓
Arid2,"AT rich interactive domain 2 (ARID, RFX-like)",miR-101b-3p,67,✓
Ppp4r3b,protein phosphatase 4 regulatory subunit 3B,miR-101b-3p,67,✓
Kcnn3,"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3",miR-101b-3p,67,✓
Dcp2,decapping mRNA 2,miR-101b-3p,67,✓
Pknox1,Pbx/knotted 1 homeobox,miR-101b-3p,67,✓
Abhd17b,abhydrolase domain containing 17B,miR-101b-3p,67,✓
Larp4,"La ribonucleoprotein domain family, member 4",miR-101b-3p,67,✓
Rgma,repulsive guidance molecule family member A,miR-101b-3p,67,✓
Irf2bpl,interferon regulatory factor 2 binding protein-like,miR-101b-3p,67,✓
Map3k9,mitogen-activated protein kinase kinase kinase 9,miR-101b-3p,67,✓
Zfyve27,"zinc finger, FYVE domain containing 27",miR-101b-3p,67,✓
Ptpn21,"protein tyrosine phosphatase, non-receptor type 21",miR-143-3p,67,✓
Srsf11,serine/arginine-rich splicing factor 11,miR-143-3p,67,✓
Nr1h5,"nuclear receptor subfamily 1, group H, member 5",miR-143-3p,67,
Sox5,SRY (sex determining region Y)-box 5,miR-143-3p,67,✓
Gulo,gulonolactone (L-) oxidase,miR-143-3p,67,
Otud4,OTU domain containing 4,miR-143-3p,67,✓
Nrsn1,neurensin 1,miR-143-3p,67,✓
Cbfb,core binding factor beta,miR-143-3p,67,✓
Vezt,"vezatin, adherens junctions transmembrane protein",miR-143-3p,67,✓
Sep 11,septin 11,miR-143-3p,67,✓
Epha4,Eph receptor A4,miR-136-5p,67,✓
Adamts20,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 20",miR-136-5p,67,✓
Ttc33,tetratricopeptide repeat domain 33,miR-136-5p,67,✓
